id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
5Pl2CXDkaP6WEnJ0bpKGOm,0.384,0.0414,-23.019,0.0378,0.992,0.897,0.0684,0.0618,71.224,326520
3Hcn3NlLeDU4uQf0qJaaMt,0.219,0.154,-18.17,0.0389,0.841,0.855,0.164,0.108,123.625,616187
0XSRBlP49MgzBCYtGK2NYE,0.223,0.227,-17.695,0.0343,0.871,0.891,0.063,0.127,103.618,469053
6HknRM996YMa7VSBFYlnPJ,0.177,0.127,-19.167,0.0394,0.903,0.901,0.114,0.0612,149.698,485667
7FTzC8srNaQ0fTNOCyPeib,0.366,0.0433,-30.56,0.0416,0.99,0.903,0.085,0.356,88.452,204007
3gEyQ5y2NvIaqfTG4VU98n,0.0989,0.0176,-30.951,0.042,0.978,0.651,0.0763,0.0351,89.327,272440
3Ii2KG3YLrC0KNbuJKAFj2,0.099,0.0567,-20.712,0.0398,0.96,0.81,0.104,0.0456,82.744,170400
7lCXrO0Axkl0l0TjCOkFLN,0.152,0.0104,-29.801,0.0348,0.981,0.00198,0.12,0.0345,103.39,332720
5jhPy1TXr41vrh6NsUSdCc,0.183,0.0465,-22.96,0.0462,0.671,0.795,0.0994,0.151,88.055,250333
123zFAGx0F5ScgrLrCWGDX,0.119,0.031,-31.179,0.0483,0.964,0.165,0.111,0.0388,88.858,156573
18ZnvEB9bxLnvSogWRek79,0.23,0.2,-18.457,0.0404,0.931,0.934,0.0855,0.185,103.923,204373
7BmRd83zm8CHffrAPe2ZR7,0.125,0.0734,-21.889,0.0351,0.553,0.875,0.176,0.0347,96.982,710000
3POuw6qjxYxsySeGC3my1c,0.134,0.177,-16.486,0.0429,0.547,0.356,0.108,0.0639,86.181,176547
3U34uG4BRoMb0lrlrOhtxC,0.201,0.0113,-37.468,0.0447,0.971,0.000853,0.0678,0.0387,128.673,201000
0qFZYO72iBOhW7X6KbL44Q,0.339,0.0937,-20.267,0.0394,0.931,0.293,0.252,0.458,123.048,167640
7x5ULIYm82gnWvhYCXfzyj,0.176,0.132,-16.932,0.0408,0.953,0.586,0.0886,0.0835,74.287,119627
1aJcDNDrKduMegTZzOemVd,0.0986,0.0949,-21.002,0.0441,0.993,0.353,0.0847,0.0363,174.628,232667
1bTXAKwE2Hztv13xTAhMQB,0.625,0.351,-15.884,0.0423,0.878,0.938,0.0569,0.794,116.961,191493
64ta7ZvTJeThz7Ns4LmAHS,0.428,0.237,-13.764,0.0351,0.987,0.896,0.0849,0.357,79.904,460027
2z7iDr3N4NbW4VmwpQWbTS,0.39,0.0462,-24.885,0.0429,0.976,0.624,0.0893,0.305,79.268,307893
2Cc5z5swQrDqZiyCkZ0TnF,0.262,0.107,-17.973,0.0448,0.959,0.463,0.195,0.136,76.65,147040
1SHixA41Vy0TTlJJSX9Gbo,0.354,0.208,-17.761,0.0388,0.948,0.918,0.0802,0.327,148.049,431787
5bi8ryL6gy6a1BRXOf43y9,0.235,0.166,-19.632,0.0347,0.992,0.87,0.101,0.0356,101.182,295560
2842sfEeH0y3YinrowwkX0,0.443,0.177,-17.215,0.0361,0.842,0.762,0.0998,0.367,74.39,381452
0nrCOJpS3gpwLvoANVZEeJ,0.38,0.254,-24.967,0.0365,0.992,0.926,0.117,0.805,101.1,206427
5a0nC0tGDJBpGMZu3PeekY,0.164,0.0185,-30.778,0.0412,0.988,0.888,0.0801,0.078,86.65,157067
18QVbIw5S0MJHGWF2qLX75,0.5,0.0123,-30.17,0.0712,0.995,0.954,0.0748,0.313,130.128,186840
36ArELybUeOgq9TCjrMsIb,0.0704,0.0657,-19.466,0.0387,0.948,0.874,0.108,0.0361,61.017,1150160
5NQ41wfi4Pykv4eDTlAoIs,0.0667,0.047,-25.426,0.0425,0.928,0.9,0.0652,0.0281,75.446,596000
7vIJwiFD2FKiulXzCDMvc4,0.342,0.0179,-24.846,0.0387,0.982,0.906,0.0831,0.0382,61.757,334053
7kTVe6XhIveidvkt8nb7jK,0.59,0.00399,-36.497,0.242,0.996,0.946,0.0683,0.182,74.381,219760
3nxaPqAOxUxkLhIhbvmv4t,0.441,0.319,-13.99,0.0392,0.829,0.0,0.0765,0.671,99.419,453507
2f0RHvSl1vVGsnT9oxOHsS,0.233,0.0637,-22.57,0.0373,0.918,0.947,0.118,0.268,135.338,180000
0Gh45IbIKOG9IucFfrZqLT,0.375,0.121,-23.44,0.0406,0.984,0.871,0.0984,0.453,147.398,424307
02dVj5B3vXOjylEFYCCsYQ,0.102,0.0259,-30.196,0.0444,0.964,0.864,0.0972,0.0319,90.128,644333
06am46cX3Z6YlSsg0TyVHA,0.444,0.116,-23.172,0.041,0.977,0.868,0.0862,0.512,150.319,145613
1t4F79zRBJTwZAzmbO1LI0,0.106,0.227,-15.286,0.0462,0.877,0.738,0.112,0.0391,59.94,530280
67TCAXIe154ZGDNaWceqxC,0.159,0.0401,-27.516,0.0446,0.984,0.76,0.156,0.106,106.239,462627
4ZP3UMVksKg07IeeAjHkEy,0.548,0.208,-21.278,0.0421,0.764,0.22,0.0929,0.79,144.352,230507
7wvy3ROg2vEJyWgjDvMD8m,0.0874,0.0474,-23.13,0.0532,0.924,0.768,0.149,0.0331,72.393,236827
1Q9JMojxHHF6JbEJAKJLgj,0.191,0.0946,-25.59,0.037,0.99,0.933,0.101,0.348,111.21,100347
1CDEWKmyRTPWWa7uIKVSU4,0.129,0.00212,-43.738,0.0417,0.866,0.662,0.082,0.039,99.253,208067
0mTUTkFQ2MxmUHFL8EdfeR,0.123,0.225,-16.798,0.0351,0.73,0.509,0.0658,0.055,78.132,192453
6O1x5c79fKwC1dKLzZ5UPd,0.109,0.128,-21.281,0.0459,0.979,0.871,0.368,0.0398,80.71,649200
5UUNrbwbYIkNshq22NNKrX,0.194,0.101,-21.772,0.048,0.931,0.714,0.221,0.074,91.74,266733
4VVEfBXep7FdOt524jkfLF,0.24,0.0834,-29.545,0.0499,0.978,0.944,0.0804,0.188,169.621,159320
7hOLwSaTSkrqxSMzj4bXI1,0.405,0.318,-17.14,0.0565,0.938,0.723,0.284,0.342,151.434,424653
76i4IBw3KsuDw783tvHB0e,0.291,0.0981,-23.156,0.0398,0.95,0.865,0.275,0.194,138.168,249640
53ann6bENp7BF8uklrzQAp,0.0992,0.226,-14.84,0.0339,0.937,0.903,0.183,0.0605,79.518,256493
5cR6xfzyicyDyAr52zB48k,0.37,0.248,-10.47,0.0371,0.965,2.12e-05,0.0911,0.384,133.33,141600
2Nv9GGqfvggAUo5UgcMHPZ,0.579,0.814,-8.848,0.0338,0.0364,0.00155,0.183,0.856,121.042,285608
2DccHqTquzubziHAPZRdct,0.732,0.734,-10.574,0.0541,0.0777,0.172,0.327,0.687,104.764,274391
5CE0k1VmTXgCtaa5L288LP,0.788,0.873,-6.188,0.0431,0.00344,0.311,0.332,0.291,128.004,223537
1SIXMGcsAeA6sNxaY1EG3O,0.699,0.806,-7.428,0.0507,0.096,0.00839,0.349,0.953,118.806,278029
6puPeC2EToXfnPOcVGhNTh,0.667,0.713,-7.51,0.0667,0.024,0.126,0.429,0.678,120.056,215080
7wYN8yIS47A71ZCb3ekHY5,0.695,0.737,-7.498,0.0649,0.511,0.405,0.291,0.964,94.483,177656
2eqLgrPkcSTgCvxEtsymiz,0.751,0.815,-6.996,0.102,0.345,0.0271,0.136,0.52,93.984,181915
0S3BtG3i5tkQmehJhIhHF3,0.751,0.49,-13.684,0.0455,0.0097,0.15,0.0767,0.923,105.418,342189
36huM0UOR9A17TYAape2Xg,0.39,0.582,-9.822,0.0427,0.466,0.356,0.292,0.561,79.633,301242
7KvVIORJJStrkmynVw2Y8r,0.744,0.672,-9.914,0.0408,0.533,0.479,0.168,0.908,93.991,143617
5HCTbcF18u5DcYNwEWWf3n,0.685,0.672,-8.654,0.0291,0.45,0.000645,0.12,0.668,122.912,219625
2M6H4fqf5olMjqzwwBzkEf,0.71,0.692,-6.414,0.0298,0.403,0.0,0.117,0.895,97.595,127773
4HpFU6eMThgW6Cael5AwYy,0.641,0.413,-13.212,0.102,0.0305,0.844,0.183,0.967,101.27,298333
36XAknfUMQYgAPfIJkTed0,0.548,0.963,-4.32,0.0554,0.269,0.00494,0.104,0.856,110.352,615939
3skOhs7TlQOCuzHjmTa8Xg,0.651,0.737,-7.123,0.0339,0.231,0.0997,0.136,0.864,112.858,333150
3grdgfHCm4mWVJliAitsE6,0.696,0.979,-5.338,0.0445,0.00244,0.768,0.116,0.962,101.021,348859
1gE7p3b4J8p4ivOCR2CO0Y,0.698,0.686,-11.278,0.0338,0.133,0.0439,0.0753,0.926,110.068,264929
26Prfvk9o5cwyLMCl5zQMS,0.915,0.401,-8.432,0.184,0.0657,1.07e-05,0.124,0.77,90.018,336000
7wQ3PHT0oNWwjPuTZ2z7cS,0.519,0.738,-4.498,0.0319,0.00361,0.0038,0.0876,0.443,148.801,260320
6BdpQ5lDOUNbaER31ajumE,0.706,0.69,-10.856,0.0315,0.0179,0.804,0.0838,0.774,117.011,308301
6FNdzxV9g4NaINrejBTPUi,0.688,0.646,-11.76,0.0539,0.0495,0.398,0.0834,0.961,103.86,167973
6xNouwojGWhHlweVGfAI9H,0.609,0.53,-12.725,0.0564,0.384,0.499,0.115,0.398,88.32,261395
438vUZj0qwC0zM4HMF3trH,0.667,0.562,-8.947,0.0986,0.3,0.00358,0.222,0.965,144.421,213254
3hYwZdd2dvngfePGMwkfbN,0.786,0.921,-6.842,0.101,0.0552,0.00181,0.0629,0.628,118.373,381040
2eugKq2QsQ3TRJ4JgbdpzC,0.9,0.455,-8.395,0.0877,0.231,0.264,0.0538,0.927,104.631,261926
3y9doIj0Gl7ywGgUaFNe0G,0.745,0.756,-7.541,0.0427,0.394,0.000587,0.0574,0.961,115.27,196000
5lvKr1Tlivc0synzzGHjZ3,0.937,0.574,-10.38,0.111,0.173,0.00179,0.0855,0.915,113.006,301653
5Ly9lKxeE9YMVwQj52dpfo,0.838,0.719,-8.831,0.0949,0.00845,0.00522,0.0377,0.86,111.021,258236
7CSebbAAlgMqngWpEkhBl5,0.805,0.808,-7.367,0.134,0.0846,1.3e-06,0.358,0.903,104.999,294500
7JC2I6zKONCvnr4HPlY9hi,0.849,0.648,-8.572,0.0941,0.0188,0.715,0.0801,0.424,111.968,301995
3Ztfe3UOfRkjTpajSYZ4qy,0.588,0.59,-9.209,0.047,0.579,0.0,0.145,0.894,83.888,152733
1Fu9QYiYh8izSKG0cqUXxn,0.696,0.775,-5.982,0.0287,0.0122,0.06,0.114,0.284,125.014,248127
1UIqpCB0b56K7U0JJPfskN,0.892,0.708,-9.041,0.0782,0.0395,0.00147,0.0335,0.949,127.002,432964
4a1fZPAqIORgRyd1cQCyqQ,0.643,0.883,-6.157,0.0303,0.141,0.944,0.217,0.422,102.016,246799
0jhKhgnjOWDtOTKxyPi1ZC,0.711,0.459,-9.35,0.0558,0.0868,0.495,0.11,0.59,76.974,274286
6MMXwZyjQhw6HaIwFGW0JI,0.74,0.492,-8.72,0.0366,0.589,0.000796,0.119,0.893,128.648,238440
2ohinF8keJDshzetGAK0GX,0.823,0.74,-8.404,0.0497,0.064,0.787,0.0529,0.873,113.975,349257
5ZVhOPIz5xEb52pRnZBitG,0.482,0.698,-6.191,0.0313,0.0534,0.866,0.134,0.321,76.495,209281
4QCU3gXVbr3gtqY54RzTqu,0.61,0.484,-7.689,0.139,0.483,0.00682,0.102,0.499,105.896,190283
1keL9AYEQKlL5K99Y1lsOT,0.725,0.817,-7.272,0.0299,0.0942,0.000802,0.0881,0.874,116.001,425529
7DSe9aWkpnbDQTTRikkpYp,0.823,0.648,-10.107,0.045,0.0403,0.767,0.174,0.962,124.015,386893
1DgTnSP026pNUjCDlhXfu5,0.689,0.59,-11.104,0.0516,0.0932,0.887,0.0699,0.323,108.998,357500
5GMhgIyKbUlcw05h394yvl,0.536,0.632,-10.067,0.0641,0.599,0.921,0.159,0.566,117.796,192405
4VaICpePVA67Wqvv8SryFr,0.641,0.314,-11.56,0.0375,0.425,0.41,0.116,0.123,95.969,218467
538h4bDYuZYT99IMlbMsdp,0.618,0.535,-9.205,0.0568,0.248,5.19e-05,0.713,0.48,79.865,201562
6HOLZtVDh5EgvPnW4z23n2,0.454,0.667,-12.648,0.0485,0.0567,0.768,0.109,0.452,128.931,420719
0lwkL0G07NYtLrQCugi8lX,0.849,0.529,-10.038,0.141,0.392,0.191,0.105,0.538,99.983,196587
1dxYM3qSzXe2O2RJ3rK3KI,0.524,0.65,-7.307,0.0415,0.0954,0.00655,0.126,0.826,107.493,213749
1wEARf9O4Y99NAY89Zk6Tw,0.914,0.522,-9.175,0.0619,0.0458,0.0975,0.0808,0.524,113.015,259520
5NS5Cu30CbNTBVKhh1feTX,0.582,0.363,-6.127,0.0322,0.798,2.94e-06,0.0836,0.295,109.046,205875
4FtumUPkZgKXyItJx2telR,0.69,0.885,-4.717,0.0422,0.00363,0.0801,0.23,0.784,100.015,184256
3U9NVmsEdrTutU49F1ykvf,0.781,0.818,-7.374,0.0429,0.131,0.00314,0.103,0.942,130.003,252889
2MVutCS0ZGcu2HbmYIhF3i,0.696,0.894,-8.697,0.0411,0.0509,0.73,0.45,0.907,139.942,206685
4WjB2aDvfjAYsukbbxYVUd,0.578,0.796,-6.555,0.0352,0.00295,0.926,0.231,0.907,106.645,168098
5NadgnszrdqPQ8ZmXfGc0Q,0.73,0.562,-11.1,0.0321,0.192,0.912,0.0902,0.965,103.037,203778
0A192CDGDTRtdi9zfg8Cpj,0.685,0.617,-7.628,0.0348,0.315,0.0289,0.26,0.485,122.032,222427
0x267yS2OeozYaFzCyqnx6,0.725,0.919,-6.138,0.153,0.35,0.0,0.672,0.928,112.35,190125
35iCo2B0jaGwYpaFP2fFZ8,0.803,0.666,-8.483,0.0387,0.159,0.228,0.262,0.604,110.959,208154
704w7nDWknuIV05nSWoXEw,0.679,0.965,-6.537,0.0386,0.129,0.876,0.171,0.943,122.432,229080
0IVlx6wUnkGmU8zWXznnf1,0.852,0.431,-10.876,0.0676,0.708,0.0136,0.352,0.594,105.005,326606
5buZzOIWj7gTwsgTlUePu2,0.752,0.727,-8.035,0.0448,0.137,0.0746,0.0899,0.411,98.343,287634
15Cv0RFfDJQwAeZKcgQjrf,0.733,0.589,-7.117,0.043,0.347,0.727,0.109,0.835,121.349,195652
4lmzz09uUKtHnh740nyu37,0.83,0.47,-7.626,0.0505,0.0206,0.0747,0.0735,0.843,113.947,311547
6JSkc4vPxHuTqgSuJ2vMu9,0.671,0.592,-5.884,0.0289,0.0763,0.473,0.139,0.686,96.997,235795
1lDELORqnHLLTe1bYmHLq7,0.677,0.862,-5.016,0.0536,0.416,0.859,0.0967,0.902,109.965,199573
5wlLdbWUHyaoSwpbQgJSiL,0.749,0.528,-12.632,0.0593,0.0127,0.858,0.118,0.803,126.697,261167
65KrPjUkVnvUUfQaDGn6n7,0.658,0.707,-9.095,0.0262,0.00281,0.785,0.23,0.379,117.927,340721
74hBqD4AZElwmfRxR9dOPZ,0.625,0.5,-10.474,0.0834,0.47,0.00319,0.113,0.7,106.417,361715
4oRvjHoSmt1mOagLCdgtkK,0.707,0.607,-5.754,0.0345,0.137,0.00224,0.0421,0.58,156.003,215203
1SvhjcZt9HTr7MpeAwaskE,0.526,0.784,-7.983,0.0559,0.0398,0.0,0.154,0.871,106.18,247625
0UVwUs9TMKgee3kvE2uMxC,0.693,0.69,-8.094,0.178,0.0754,0.00185,0.105,0.2,100.011,181000
2xBMnos2JHuKgRGr0cSgK5,0.528,0.773,-6.119,0.0344,0.000505,0.881,0.134,0.398,97.682,196747
13rx5XnSVYoN2IhPnERw24,0.389,0.68,-10.488,0.0402,0.00481,0.747,0.0846,0.705,119.384,348148
0cIfVZj2lGNM4yNcQqF7te,0.751,0.751,-6.546,0.0588,0.409,0.000716,0.1,0.848,111.156,400000
2Cy0ioc23ZFoQS4eeKNxmS,0.681,0.519,-10.088,0.22,0.629,0.43,0.0552,0.964,118.541,224000
6XOguNHu0tyQRFhPqoBFeV,0.416,0.632,-11.967,0.0866,0.411,0.0022,0.0714,0.68,117.085,397587
2fgh5ZPeZbQ9y8b7AWC4iZ,0.548,0.653,-6.847,0.0605,0.388,0.0,0.124,0.631,202.008,226568
3yEKNpbidJe62qYAmR6YvJ,0.802,0.657,-5.477,0.0461,0.0915,8.43e-05,0.0797,0.902,140.01,112756
3d6u38zeC6XIt87Hhp4pql,0.881,0.683,-9.773,0.0416,0.086,0.0143,0.06,0.902,129.993,384383
3etwqEJFys1FJhzVKvenHw,0.634,0.695,-4.052,0.0347,0.06,0.0802,0.125,0.382,145.209,154283
6dz4i3NF00qBfygOvznDty,0.68,0.882,-7.639,0.039,0.0653,0.849,0.177,0.403,92.999,135017
32B5eGIOm9qifV9hwpx0Kv,0.604,0.749,-5.528,0.0981,0.306,0.0226,0.0898,0.498,94.629,356130
1mUPcRmSmi2XsKAOWFKAF1,0.739,0.742,-6.473,0.0366,0.19,0.162,0.0873,0.946,88.479,263933
024X0CCgxFHrgGKY1WTFcA,0.836,0.696,-8.345,0.0719,0.152,0.0167,0.0843,0.711,113.992,351280
6pnryYnhE5zBugXN1QxPBg,0.823,0.623,-8.299,0.0302,0.0987,0.732,0.0481,0.571,91.977,151948
2KDF5lrsQNBN0a89SwkwDg,0.759,0.679,-9.102,0.0518,0.15,0.316,0.0367,0.913,108.458,181427
63Dcd1TRAGV5dxpJPDz6Ae,0.729,0.775,-5.218,0.0375,0.0467,0.0337,0.131,0.5,112.015,214288
167NF5BT2JUVb8RqqCTDQg,0.842,0.654,-9.536,0.0544,0.011,0.00664,0.043,0.971,128.971,288570
0TFR4fugISTa7kMxqY6JJj,0.519,0.512,-10.511,0.0663,0.594,0.793,0.0769,0.411,107.355,236886
2LCtUA1vEQKH1YoLGMX5Rv,0.645,0.848,-5.596,0.0376,0.0576,0.696,0.157,0.482,130.009,203077
3R050VaH43jmKAwoGluK2L,0.719,0.734,-9.549,0.0448,0.285,0.668,0.588,0.748,121.951,178573
7mxnjeb6R7jMyKbxGTaB9B,0.777,0.875,-6.045,0.143,0.243,0.157,0.103,0.769,112.005,279875
0AULxj8PjVnPL8vuUGwVkb,0.628,0.949,-4.789,0.0353,0.0328,0.797,0.398,0.896,95.0,368108
5f3Pu9oUnc4URLrViyqxj9,0.82,0.704,-9.908,0.0767,0.349,2.09e-05,0.0735,0.925,117.225,390121
0MYCrsAFlIGtVcfxlCEzah,0.644,0.817,-7.663,0.0492,0.0742,8.35e-06,0.322,0.747,99.965,200992
4gqDN1M6lY1Dzkr2N0pZDI,0.732,0.927,-7.103,0.0573,0.108,0.652,0.327,0.629,120.015,195999
0nxsB1Yg2nTscclsyNhy3M,0.911,0.732,-5.995,0.0407,0.0356,0.28,0.0634,0.908,120.002,261840
67nZx73Q8eQenpnx2rPUkP,0.811,0.838,-7.325,0.0661,0.255,0.0423,0.127,0.703,129.95,142492
5GDcoQYmNc6o7ng1ergzpd,0.869,0.514,-9.882,0.0802,0.662,0.696,0.105,0.958,149.531,246034
2vz6J5AmYo6Te8qWbUOQRD,0.694,0.705,-6.357,0.0338,0.0053,0.767,0.299,0.65,122.091,197173
67eYI9jbt7DZQgKfo7A2Kg,0.661,0.831,-5.81,0.0729,0.0173,0.000114,0.273,0.46,115.899,179933
2kChTanSYKMIRwE4rvHS4a,0.477,0.821,-5.039,0.108,0.0362,3.1e-05,0.0691,0.483,201.905,305773
4oh43xqoxC717eB5JNZwt1,0.354,0.69,-7.958,0.102,0.199,0.00684,0.286,0.394,111.565,258340
7byvzE9N2GZ976Vc96oZdY,0.506,0.946,-4.924,0.0954,0.000864,0.0714,0.44,0.432,94.996,235730
6TeYhYbvXXVarx5XXD4l1G,0.786,0.541,-6.531,0.0359,0.196,0.000127,0.111,0.756,112.003,257727
2eq0XUQt3n6IvnDmnmhLit,0.606,0.65,-2.707,0.0555,0.205,0.0,0.0755,0.681,120.003,189105
40KisYYaB1CQZ32qDkdo2L,0.42,0.792,-4.817,0.0922,0.05,0.0,0.251,0.635,121.311,219453
3FyM4pilFg0bDWYSuJ1WCu,0.614,0.678,-3.578,0.0631,0.483,0.000106,0.105,0.696,146.154,127658
5qdGrDgHYU56ujGsD6G0KN,0.518,0.839,-5.064,0.0751,0.0169,0.000369,0.101,0.633,87.105,219000
4k49bcOGJ0zyROWdJXzCqa,0.27,0.814,-5.262,0.0765,0.0268,0.0057,0.157,0.396,105.08,257377
5sSIvAgFY8I2t4zfUxksyc,0.638,0.517,-11.074,0.0277,0.557,0.000294,0.116,0.713,101.138,168000
1zDPvPPoKIXqfwYR5eYkeE,0.404,0.568,-5.666,0.0418,0.317,3.48e-05,0.184,0.339,52.826,183868
67k7KL7HTCrVUdMnBVbO7L,0.706,0.71,-6.192,0.0506,0.00557,1.39e-06,0.334,0.731,81.586,232713
38ZY2zFUaeaaKEK4rKSClj,0.714,0.558,-9.541,0.104,0.0135,0.000108,0.074,0.81,183.903,286360
3RjffU019GOzRzDsTmazDA,0.735,0.585,-6.047,0.0367,0.231,1.58e-05,0.115,0.621,93.003,228987
4vuqP2NPI5QaxvBJll1kCO,0.581,0.626,-8.774,0.0423,0.00316,0.0352,0.298,0.577,134.042,200859
33bBjkRiZIkHdoAZlBb9KR,0.677,0.795,-4.965,0.0331,0.147,0.000317,0.0863,0.581,104.962,175412
21upjYqZ5PlQa7fcEiQe5Z,0.815,0.858,-3.918,0.0278,0.343,0.00364,0.0984,0.799,118.013,294173
0Th39OTENTSQL9MMzi066T,0.779,0.508,-6.629,0.281,0.0912,3.44e-06,0.0766,0.614,77.023,201060
0vM8fRYfCtW3VRbant8FnC,0.5,0.797,-7.622,0.146,0.0735,6.99e-06,0.292,0.852,88.402,235782
3CzTG4duyqR9YXXDK9k4pc,0.482,0.767,-9.031,0.0477,0.000872,6.18e-05,0.207,0.494,100.064,313326
7kLR5l2d7Vz5kiJujbmY40,0.654,0.751,-5.661,0.0419,0.0259,0.0,0.109,0.457,98.216,298773
1eitHDsIABJAY8TrL12pL2,0.602,0.603,-7.953,0.0284,0.492,2.72e-06,0.383,0.496,74.923,222685
7ucZi9RuxviWkpDCJrpyjE,0.524,0.746,-4.543,0.0432,0.28,8.62e-06,0.343,0.706,136.075,203250
6Qid5XSXyMiePb3XJruQ7w,0.655,0.625,-6.555,0.0304,0.0817,0.0,0.0731,0.559,95.978,244627
6Sa3ga6JEhzguGcmH4cAJV,0.704,0.632,-5.146,0.104,0.00121,0.0374,0.32,0.553,67.898,216413
38EnQxo9CZ5w9muuxNh1TJ,0.827,0.403,-9.385,0.0923,0.585,0.00646,0.0852,0.514,75.977,228833
08VbstN22j4jlgMemYE2xk,0.727,0.34,-13.132,0.0414,0.62,1.93e-05,0.0834,0.595,98.69,169356
29PfxQh5YAZ0d1dT4ufRxY,0.759,0.327,-14.402,0.379,0.0294,0.000715,0.098,0.774,84.883,170375
1KLyyQ9B4URptPsozR44l8,0.518,0.49,-7.817,0.0296,0.0777,0.0,0.109,0.306,75.488,262693
03medhiG64fBChIiDBTNPK,0.815,0.524,-9.482,0.0405,0.244,0.00111,0.101,0.567,98.946,119975
55xFE3JPlWpKoqRGg9j4L0,0.748,0.448,-5.738,0.0443,0.375,0.00107,0.106,0.716,90.008,133517
44xJuf6ZyXmKZzACJqFBof,0.546,0.321,-13.072,0.0366,0.349,0.00824,0.108,0.316,137.223,334893
6uHLEJBCQU5IQmjcWJcZcf,0.588,0.779,-6.498,0.127,0.16,2.19e-05,0.159,0.746,121.062,218970
3yRVKQ4QSXPenUU3xpABPo,0.668,0.705,-6.985,0.0711,0.328,0.135,0.129,0.771,120.014,162821
171aGpy6zowgTlHROdFKdY,0.695,0.299,-12.136,0.0891,0.897,0.0234,0.102,0.351,119.166,264067
6cruucEwiXCf6exdPLYN9n,0.626,0.948,-2.678,0.0498,0.0428,0.246,0.0748,0.881,97.952,227240
2Y6FugxQpIz6Nj88w4Bfd5,0.603,0.698,-5.553,0.0337,0.114,0.0,0.241,0.374,121.972,199787
72jNvtgMO1NuNFu37h9019,0.61,0.515,-8.484,0.225,0.366,0.0,0.139,0.68,187.946,188120
3348jTrURKkc0WYEypzWG3,0.429,0.498,-10.199,0.0293,0.545,0.0583,0.1,0.306,140.244,248051
0wTcP4O2Uz0fuGYn9A0q7S,0.552,0.704,-6.039,0.0378,0.595,0.0721,0.0955,0.575,120.161,236720
2IXvJ4KQFzo1TnqMgTk12w,0.654,0.623,-10.56,0.259,0.576,0.499,0.258,0.535,87.0,155449
48ElMRo9c1HlS23AuHMRVS,0.508,0.899,-6.468,0.161,0.174,1.01e-06,0.087,0.703,116.446,205333
2ADuHL3sy2Bjs3S4MwyT1M,0.676,0.806,-7.413,0.205,0.0514,3.05e-06,0.164,0.87,90.024,273292
6pyzjYC9xlQDvE2kuCoo8J,0.444,0.493,-7.402,0.037,0.0935,0.0,0.0909,0.276,123.499,224858
61PCdbwmjg5LwyIBvcuQGe,0.668,0.874,-6.103,0.0367,0.224,0.145,0.31,0.619,119.931,203139
2iK0Txu1uCzpGH196CsQEf,0.499,0.762,-5.625,0.169,0.00271,0.000368,0.162,0.578,173.986,162741
3jMYz9pMU8z6TE5xTtvlKY,0.623,0.583,-8.677,0.0415,0.736,0.128,0.156,0.611,93.966,194322
06SriLLbBIQos2LyqeNXw3,0.683,0.533,-10.771,0.0377,0.272,0.00282,0.102,0.534,128.975,181093
2969tIZxNklbb9AELfgyh1,0.433,0.834,-5.729,0.0733,0.0587,2.64e-06,0.413,0.598,138.035,239933
78E7JIkQwkUjjX8nWN1pga,0.611,0.586,-7.504,0.0463,0.52,0.0,0.283,0.388,116.02,175819
77iBCaVqdOSmXtHk5OcwUg,0.68,0.485,-8.582,0.032,0.622,0.0,0.102,0.374,106.732,162623
4VQNKAaoBo8yHt7GwpJS7H,0.599,0.795,-5.805,0.0615,0.257,0.00998,0.123,0.722,101.957,232941
2LqmcwGSsTg7D97UMr0u0s,0.528,0.881,-5.055,0.0429,0.294,1.04e-05,0.0891,0.653,142.029,162031
0BkwABV25tQHoh5s2C8rAw,0.849,0.752,-8.57,0.094,0.2,3.49e-05,0.131,0.873,113.015,160183
32QGqKxHi22ivxrPl4LK3n,0.618,0.385,-10.024,0.0401,0.108,0.0,0.298,0.239,145.903,220943
2qvaNzPEW25IuKwrM4hNOU,0.302,0.533,-6.444,0.0466,0.0236,0.00431,0.354,0.32,168.045,232887
2AJmb5Lqh95kJqIKbc1WCw,0.634,0.565,-7.489,0.0444,0.28,0.0189,0.0989,0.713,125.142,239996
5ZWk8lQd6PHrJUCEQJkFGj,0.593,0.413,-8.644,0.0326,0.764,0.224,0.367,0.302,106.092,294500
4O1p9ZHYbYHtwx09Yng8nA,0.474,0.456,-5.341,0.174,0.909,3.68e-06,0.122,0.371,85.547,180385
4AvhtXaiaH2Z4x0BmBdvfA,0.519,0.852,-6.779,0.04,0.301,6.98e-06,0.242,0.841,89.274,165680
7n8mE3JYsbwrcJf0hr6Xo1,0.618,0.805,-7.078,0.0502,0.347,1.3e-05,0.334,0.603,93.062,135993
4QEcznPthbvV8UTIw0FaJh,0.888,0.435,-7.035,0.106,0.0471,1.74e-05,0.0537,0.714,80.002,181500
43haQPyxARYypn8u8ocsym,0.373,0.173,-16.07,0.104,0.96,9.33e-06,0.107,0.292,77.174,191973
4yqt7CCaY6L4G8f0BSjibi,0.499,0.526,-6.622,0.0993,0.781,8.43e-05,0.343,0.339,87.207,183897
27v0NADTYEZjrB7DoCo6Ur,0.669,0.428,-9.592,0.0338,0.00539,0.000485,0.0809,0.309,75.05,231653
0iEo9wkzqOfVfVkezh8obQ,0.746,0.706,-6.342,0.0627,0.0513,0.00902,0.121,0.864,98.003,180800
